22:05:29.024 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.613 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.614 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.615 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.615 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.616 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.617 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.618 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.619 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.620 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.620 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.621 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.622 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.623 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.623 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.624 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.625 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.629 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.630 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.631 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.631 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.632 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.633 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.633 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.635 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.636 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.647 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Booking
22:05:30.664 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.680 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.714 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.715 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.716 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.717 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.718 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.719 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.720 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.721 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.722 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.723 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.724 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.725 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.726 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.726 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.727 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.727 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.728 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.729 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.730 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.731 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.731 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.732 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.733 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.733 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.734 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.734 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.735 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.735 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.735 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.736 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.741 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.779 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.780 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.780 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.781 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.781 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.782 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.782 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.783 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.783 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.784 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.792 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.816 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.831 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.850 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.864 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.908 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.909 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.910 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.911 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.913 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.914 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.915 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.915 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.917 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.918 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.919 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.920 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.923 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.924 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.925 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.926 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.928 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.929 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.930 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.932 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.933 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.934 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.935 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.936 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.938 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.939 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.940 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.941 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.943 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.944 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.945 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.946 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.948 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.949 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.950 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.950 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.952 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.953 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.954 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.955 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.956 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.957 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.957 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.958 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.959 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.960 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.961 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.961 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.962 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.963 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.976 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:31.013 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.014 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.014 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.015 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.015 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.016 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.016 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.016 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.017 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.017 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.023 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:31.068 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.069 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.070 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.070 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.071 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.072 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.073 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.073 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.074 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.074 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:31.082 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:07:38.425 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@740d2e78
22:07:38.922 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@7d3430a7
22:07:38.924 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@350ec41e
22:07:38.925 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@165b2f7f
22:07:38.926 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@6c8bca63
22:07:38.928 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@1bc715b8
22:07:38.929 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@3f1c5af9
22:07:38.930 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@50eca7c6
22:07:38.932 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@6ca0256d
22:07:38.933 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@51850751
22:07:38.934 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Discount, str=com.orion10110.taximanager.datamodel.Discount@77602954
22:07:38.938 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@71ae31b0
22:07:38.941 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@4ba534b0
22:07:38.942 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@6f0ca692
22:07:38.943 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@2c104774
22:07:38.944 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@2cb3d0f7
22:07:38.945 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@4e517165
22:07:38.945 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@44e3760b
22:07:38.946 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@6a66a204
22:07:38.948 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@24bdb479
22:07:38.949 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@7e3f95fe
22:07:38.964 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Client, str=com.orion10110.taximanager.datamodel.Client@39dcf4b0
22:07:39.046 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Status, str=com.orion10110.taximanager.datamodel.Status@7383eae2
22:07:39.049 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Status, str=com.orion10110.taximanager.datamodel.Status@18245eb0
22:07:39.049 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Status, str=com.orion10110.taximanager.datamodel.Status@7c7d3c46
22:07:39.050 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, class=com.orion10110.taximanager.datamodel.Status, str=com.orion10110.taximanager.datamodel.Status@24fb6a80
